OTU_ID,Cd1,Cd2,Cd3,Cd4,Cd5,Cd6,Cd7,Cd8,Cd9,Cd10,Cd11,Cd12,Cd13,Cd14,Cd15,Cd16,Cd17,Cd18,Cd19,Cd20,Cd21,Cd22,Cd23,Cd24,Cd25,Cd26,Cd27,Cd28,Cd29,Cd30
OTU_742,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,8,3,9,1,2,0,0,0,0,0,0,0,0,1,2
OTU_1473,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2306,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,2,0,2,0
OTU_795,0,0,0,0,0,0,0,4,2,0,1,0,0,0,4,3,0,0,2,5,1,2,1,0,2,0,18,2,4,2
OTU_943,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1302,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,0,0,1,0,0
OTU_708,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,22,0,0,1,0,0,0,0,0,2,0
OTU_1826,0,0,0,0,0,0,0,5,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1377,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,2,1,0,1,0,0,0,1,0,0,11,0
OTU_528,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,8,12,4,0,0,0,0,0,0,0,0,1,0,0
OTU_137,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,0
OTU_2460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
OTU_1628,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,1,0,0,0,7,10,3,0,0,0,0,0,0,0
OTU_898,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1337,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU_963,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,2,0
OTU_590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0
OTU_1204,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_373,0,0,0,0,0,0,0,10,0,1,1,0,0,0,6,1,12,6,8,3,4,0,3,0,0,8,56,36,7,9
OTU_1604,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,4
OTU_2087,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,0,14,0,0,0,2
OTU_2253,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,2,0,0,0,1,1,4,2,0,0,2,0
OTU_808,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0
OTU_1351,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
OTU_2166,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_598,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU_902,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,2,9,1,0,0,0,1,0,1,4,4,0,1,2
OTU_2167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_1917,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0
OTU_715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,17,4,0,0,0,0,0,0,1,0,1,0,2
OTU_1782,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,1,4,1,0,0,0,0,0,0,1,0,0,0
OTU_1583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU_2505,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1245,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,1,10,0,0
OTU_1966,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_2302,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1278,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_1017,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU_2301,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
OTU_986,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
OTU_2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2155,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0
OTU_1379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,18,4,0,0,0,0,0,0,0,0,0,0,0
OTU_2225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1
OTU_1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,0,3,0,1,0
OTU_2230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_2198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_2250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_2162,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1683,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,4
OTU_2360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,3,1,0,0,5
OTU_1915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU_1791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
OTU_2464,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1584,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2145,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1821,0,0,0,0,0,0,0,1,0,0,1,8,1,0,3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1
OTU_1794,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_2112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,2,0,1,0,0,0,0,1,0,0,0
OTU_1104,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,2,1,0,1,1,0,1,0,2,0,1,0
OTU_2143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1716,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,1,0,2,0
OTU_1595,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0
OTU_2204,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,6,1,1,0,0,0,0,0,0,2,0,0,0,1
OTU_578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,0,7,0,0,0
OTU_2187,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1976,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0
OTU_2182,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_1038,0,0,0,0,0,0,0,0,6,0,1,2,0,1,2,0,0,0,0,0,2,0,0,0,1,0,2,2,2,2
OTU_1096,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1342,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
OTU_1665,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
OTU_2245,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1069,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,1,1,0,0
OTU_1323,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_594,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1767,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1564,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_871,0,0,0,0,0,0,0,0,4,1,0,1,2,0,0,2,6,1,2,2,1,0,0,0,0,1,3,2,3,1
OTU_1621,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
OTU_1130,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2050,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1796,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,1,0,0,2,0,0,0,0,0,2,1,2,2
OTU_2488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,4,1,0,2
OTU_2120,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
OTU_1158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,1,0,3
OTU_1156,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1802,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1494,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
OTU_1448,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2213,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1950,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
OTU_1643,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,1,0,1,1,0,0,0,0,0,1,0,1,2,0,3
OTU_2179,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1123,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1136,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
OTU_1797,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,3,13,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1555,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1586,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0
OTU_2334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
OTU_621,0,0,0,0,0,0,0,0,1,0,0,3,1,2,8,2,0,0,0,0,9,3,7,2,2,0,1,0,0,0
OTU_1824,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1793,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,1,4,1,0,3,4,0,0,0,0,0,0,1
OTU_130,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,1
OTU_1800,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_1998,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1879,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
OTU_1771,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_1651,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1033,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,3,2,1,0,1,0,1,0
OTU_564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0
OTU_1231,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_739,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0
OTU_2324,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,6,3,2,4,0,2,2,2,4
OTU_1070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,7,5,16,1,10
OTU_2242,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_452,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,3,0,2,0,3,1
OTU_1825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0
OTU_925,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_630,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_790,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,1,6,0,0,0,0,11,4,0,0
OTU_1030,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
OTU_2522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_1705,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,12,7,1,0,0,1,0,0,0,0,0,40,0,10,3
OTU_1958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7,4,0,0
OTU_2274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
OTU_1739,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1206,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1724,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,7,1,0,0,0,0,0,0,1,0,0,0,1,0
OTU_1626,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2099,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
OTU_2127,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2519,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,2
OTU_958,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1520,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2136,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_2186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_1511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
OTU_2296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,2,2,1,1,0,1,0,9,4,2,0
OTU_2516,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_934,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,8,0,11
OTU_2305,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,2
OTU_1899,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_984,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1632,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_2148,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2449,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,3,2,2
OTU_2318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0
OTU_1751,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_323,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,3,24,1,0,0,0,0,0,5,5,17,0,33
OTU_483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,17,11,3
OTU_1430,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
OTU_84,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,1,0,0,0,40,111,4,27,54,7,19,12,19,17
OTU_993,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0
OTU_1952,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU_1624,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2255,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,2,0,0,1,1,0,4,0,2,2,1,0,0,0
OTU_1034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
OTU_901,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
OTU_1831,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1044,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,6,5,0,3
OTU_441,0,0,0,0,0,0,0,0,0,0,5,2,1,3,2,0,0,2,0,1,2,1,1,1,0,0,0,1,0,2
OTU_2165,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3
OTU_2284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0
OTU_1645,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
OTU_1482,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_643,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0
OTU_2227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
OTU_1002,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,5,0,1,1,0,0,0,0
OTU_1631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,1,3,1,11
OTU_2171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,2,6,1,5,0,0,0,0,1
OTU_1080,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1307,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_2055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2
OTU_2126,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,1,1,0,5
OTU_2500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2538,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_722,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
OTU_1590,0,0,0,0,0,0,0,0,0,0,2,0,6,12,0,0,0,0,0,1,43,2,1,6,0,0,0,0,0,0
OTU_1845,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2261,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
