OTU_ID,Cd1,Cd2,Cd3,Cd4,Cd5,Cd6,Cd7,Cd8,Cd9,Cd10,Cd11,Cd12,Cd13,Cd14,Cd15,Cd16,Cd17,Cd18,Cd19,Cd20,Cd21,Cd22,Cd23,Cd24,Cd25,Cd26,Cd27,Cd28,Cd29,Cd30
OTU_415,17,8,41,0,16,18,26,19,18,10,18,30,15,25,33,12,9,26,41,39,14,20,13,17,25,9,6,15,9,8
OTU_81,10,3,11,1,1,0,1,1,2,0,13,1,6,11,64,5,1,0,7,4,52,9,64,3,11,0,8,4,4,0
OTU_44,114,40,89,1,31,0,0,0,16,5,65,41,49,18,93,6,0,0,15,19,39,49,17,15,20,0,11,0,3,0
OTU_1,2118,487,1330,11,315,2,3,0,180,58,859,697,742,296,1530,249,0,0,230,310,517,984,410,242,343,0,227,0,62,0
OTU_94,52,24,108,4,18,41,69,48,57,35,39,52,15,58,86,52,51,62,46,55,25,22,31,12,21,10,39,30,28,23
OTU_2,562,493,1105,13,691,814,1100,920,822,551,817,510,525,695,1762,1703,1039,1629,1012,569,2169,1359,1102,924,2488,680,1749,946,1146,1125
OTU_13,94,6,3,0,99,1,2,0,84,1,77,10,6,48,14,1,2,1,3,540,83,74,15,99,131,2,88,0,159,1
OTU_255,5,1,4,0,3,4,2,7,6,2,0,0,0,1,0,18,1,4,4,3,0,0,0,0,0,0,1,1,3,1
OTU_910,1,0,4,1,3,7,8,3,7,6,1,2,0,0,1,1,4,4,7,4,0,1,0,1,0,0,4,0,0,1
OTU_1893,11,14,27,0,17,12,40,16,21,11,11,8,4,41,17,43,32,49,29,31,11,12,11,10,18,26,22,13,37,65
OTU_575,4,0,3,0,2,0,0,0,0,1,5,1,6,1,5,0,0,0,8,0,17,2,5,4,1,0,0,1,0,0
OTU_20,39,18,42,0,50,93,149,112,89,46,23,24,13,61,55,160,118,199,251,147,47,171,19,32,221,70,183,151,181,100
OTU_874,18,14,14,0,21,0,0,0,0,3,21,1,14,1,3,0,0,0,0,0,9,4,3,1,8,0,0,0,0,0
OTU_28,19,7,12,1,4,0,1,1,8,2,14,14,10,15,89,23,4,6,12,16,56,20,33,21,76,0,47,15,86,0
OTU_811,3,2,4,0,2,5,3,2,2,2,1,1,0,2,4,4,4,3,5,1,3,3,0,0,1,3,6,6,5,2
OTU_629,4,0,4,1,2,11,7,7,8,1,2,2,2,1,4,5,12,15,8,2,1,0,1,1,2,1,1,5,1,3
OTU_828,3,0,2,0,3,0,0,0,0,0,1,1,3,3,6,1,1,0,0,0,1,6,10,2,2,0,2,0,0,0
OTU_24,65,31,103,2,81,80,93,75,99,98,59,108,23,67,93,100,113,131,138,81,41,59,35,31,70,38,106,71,68,107
OTU_91,6,5,13,0,6,2,1,6,2,0,19,29,5,18,30,6,5,8,12,14,14,59,6,13,66,6,6,6,11,12
OTU_30,49,9,20,1,41,49,105,69,34,15,37,22,9,34,76,72,68,168,70,47,54,58,35,17,103,21,56,69,38,38
OTU_14,36,8,45,2,106,56,72,76,91,40,32,37,22,45,65,92,66,76,96,129,26,32,16,13,32,21,55,37,39,43
OTU_288,87,53,57,3,73,7,21,3,21,2,127,29,204,116,52,26,16,9,12,63,567,63,176,288,154,7,31,14,30,13
OTU_504,4,1,1,0,1,3,3,4,6,0,0,1,0,3,1,1,4,5,5,6,1,1,0,0,0,3,2,3,1,0
OTU_1107,1,0,0,0,26,2,1,0,0,0,1,1,3,8,3,1,0,0,0,8,27,13,23,11,3,0,1,0,2,1
OTU_1620,1,0,1,0,37,0,0,0,1,0,0,5,0,0,1,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0
OTU_383,6,4,11,1,2,3,11,1,6,0,7,10,3,7,6,6,4,11,8,11,3,2,0,4,5,1,0,3,6,4
OTU_115,20,7,23,1,17,27,51,66,46,29,23,27,21,28,46,67,61,57,55,21,30,16,7,5,48,26,39,44,42,31
OTU_392,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
OTU_89,38,15,69,0,7,0,0,0,0,1,7,6,20,10,32,0,0,0,0,0,8,21,73,50,7,0,0,0,1,0
OTU_8,69,43,121,2,48,94,113,92,61,64,112,110,49,140,197,152,82,172,136,61,159,160,134,78,297,63,133,77,80,151
OTU_101,15,1,22,0,17,28,34,32,24,12,19,7,5,11,22,29,44,40,39,29,16,9,24,12,10,21,25,16,23,22
OTU_11,138,75,169,3,101,69,101,62,125,57,107,125,122,172,199,128,75,114,176,212,247,182,144,126,176,58,153,79,112,70
OTU_2486,1,0,1,0,0,0,3,4,4,0,0,0,0,0,1,2,5,7,7,1,0,0,0,0,0,0,0,0,0,0
OTU_782,5,0,4,0,3,9,7,1,10,3,0,4,0,3,5,16,12,7,15,24,1,3,3,0,0,1,13,10,16,5
OTU_1024,1,1,0,0,1,0,2,1,0,0,0,4,1,2,5,4,1,4,3,2,2,1,1,1,0,2,1,4,1,2
OTU_412,9,11,0,0,1,0,0,0,0,0,6,0,1,3,9,0,0,0,0,0,4,3,1,22,5,0,0,0,0,1
OTU_21,29,6,58,5,18,15,33,26,33,13,33,12,14,41,92,39,41,18,50,59,38,9,67,10,34,10,37,22,29,27
OTU_1480,2,2,0,0,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,1,3,2,1,3,6,0,0,0,5,0
OTU_163,34,14,50,1,18,33,52,17,35,17,17,42,22,46,46,47,35,58,41,60,27,48,22,13,38,25,32,22,27,43
OTU_2372,2,0,3,0,0,0,1,0,0,1,0,1,0,0,4,1,1,2,0,2,2,0,2,0,2,0,0,0,0,2
OTU_80,50,18,43,0,23,18,30,18,48,18,28,33,15,28,36,30,40,26,31,55,20,11,14,13,25,5,22,19,9,16
OTU_56,42,16,24,1,19,0,8,2,13,6,23,6,13,12,69,5,0,1,4,7,96,45,63,24,14,0,3,0,14,2
OTU_343,2,4,4,0,1,4,7,2,2,1,7,5,3,6,10,7,6,7,5,5,2,3,2,3,5,1,9,4,10,12
OTU_105,8,6,12,0,3,5,1,4,3,0,17,15,8,29,11,4,4,2,3,9,35,36,6,17,49,5,18,4,11,6
OTU_301,4,1,2,0,4,6,10,16,10,2,9,6,1,3,7,9,29,19,15,11,15,9,6,27,9,14,41,18,6,17
OTU_2113,5,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
OTU_75,4,3,4,1,4,3,8,9,5,0,13,8,9,16,9,8,21,7,7,11,47,35,5,11,40,4,21,15,14,12
OTU_1151,3,2,8,0,1,1,3,6,3,0,2,0,1,5,9,2,1,4,5,2,2,2,2,0,3,1,4,1,5,0
OTU_172,19,5,47,0,22,8,18,11,27,12,20,20,11,40,40,23,14,19,24,40,21,22,31,10,50,8,26,13,11,14
OTU_31,38,18,67,1,13,20,24,17,37,16,47,28,41,49,99,27,15,26,28,39,20,22,37,15,17,4,21,18,11,11
OTU_6,285,73,287,3,233,51,93,38,135,41,247,224,231,286,333,141,62,180,158,350,289,452,157,179,203,39,112,76,84,63
OTU_171,8,5,9,0,4,0,0,0,2,2,60,1,39,17,2,1,0,1,2,5,61,4,5,6,22,0,1,1,7,0
OTU_4,109,46,79,4,63,6,3,0,36,11,61,122,41,75,320,53,11,13,17,38,280,88,215,149,351,5,190,34,199,4
OTU_37,54,48,132,3,56,21,12,23,35,9,90,25,47,74,77,29,38,31,51,52,51,51,20,31,71,8,19,17,30,31
OTU_813,21,13,39,0,16,14,21,15,12,7,31,22,10,30,46,56,23,42,23,13,50,32,23,26,68,12,27,11,27,16
OTU_561,2,0,3,0,4,7,14,11,5,11,0,1,3,2,1,18,25,25,14,3,2,0,1,1,6,4,10,26,6,5
OTU_248,2,2,3,0,8,6,12,15,12,1,3,2,0,4,3,37,9,49,36,21,2,1,6,0,3,16,13,30,5,2
OTU_142,9,10,6,2,30,0,0,0,10,1,17,5,69,39,14,1,0,0,0,0,131,55,91,11,23,0,0,0,26,0
OTU_1290,2,1,1,0,0,1,2,1,0,0,4,6,2,2,4,0,4,2,2,1,1,0,8,2,6,4,4,3,3,0
OTU_2524,2,0,1,0,0,0,0,3,0,1,7,1,5,5,9,0,0,0,1,0,31,10,43,6,17,5,8,4,11,3
OTU_200,11,8,22,0,10,21,13,14,10,13,6,16,4,12,6,19,6,19,21,5,6,8,5,4,9,4,7,4,6,3
OTU_331,4,0,2,0,5,13,12,5,7,1,1,8,1,12,2,10,10,21,11,4,7,1,3,5,9,6,6,5,4,4
OTU_422,20,9,33,2,33,12,41,22,11,7,18,20,2,23,26,28,35,27,32,23,14,18,11,11,32,12,31,22,14,26
OTU_876,4,3,15,0,3,4,9,7,2,3,6,16,3,11,18,7,3,4,20,6,3,3,10,5,8,2,6,2,6,6
OTU_1220,4,1,4,0,4,0,0,0,0,1,1,0,0,2,2,2,0,5,3,4,4,4,2,0,12,0,4,0,2,0
OTU_320,22,10,18,0,16,5,5,6,15,4,9,17,4,4,28,13,6,6,19,8,23,11,8,11,20,3,14,6,10,1
OTU_360,28,3,27,0,8,8,28,15,8,1,9,4,3,12,19,11,21,13,28,23,22,14,11,6,10,7,16,8,16,7
OTU_46,40,11,59,2,22,24,26,27,42,36,44,24,54,43,171,40,53,43,52,25,73,17,219,17,48,6,39,24,34,17
OTU_176,16,23,41,0,24,12,22,6,11,11,19,41,16,31,28,21,10,21,21,24,23,26,5,16,26,2,13,15,18,11
OTU_10,44,20,79,3,39,10,15,18,14,1,104,52,68,148,76,20,10,23,34,34,144,382,30,121,217,8,36,26,20,26
OTU_18,51,9,10,1,2,0,0,0,4,0,10,4,9,3,18,6,0,0,3,2,3,5,12,11,4,0,5,0,0,0
OTU_473,17,6,33,2,10,7,5,4,3,6,26,15,3,16,26,7,11,4,12,9,13,17,16,10,20,2,9,7,5,1
OTU_140,11,5,22,0,12,13,22,21,14,6,11,31,4,20,18,27,30,17,20,8,7,13,1,5,30,11,6,10,9,5
OTU_1898,9,1,5,0,3,3,2,1,2,3,2,3,1,1,2,6,3,6,2,3,1,1,4,0,1,0,3,1,1,1
OTU_41,38,39,73,1,46,20,23,30,33,16,35,33,28,52,58,39,28,45,51,68,34,29,27,14,21,2,26,12,25,8
OTU_193,18,3,10,0,10,0,1,1,22,0,15,6,6,16,12,1,0,0,0,2,23,0,0,2,2,0,0,0,0,0
OTU_96,17,12,30,1,15,26,30,46,31,32,15,53,4,11,42,35,30,69,26,38,7,5,11,7,16,7,17,12,12,26
OTU_203,16,7,20,1,14,16,21,25,34,6,15,19,39,26,19,35,27,40,22,91,56,32,19,12,41,16,35,31,13,39
OTU_1499,22,9,29,0,13,9,16,7,5,8,41,16,17,43,62,28,10,20,12,13,44,42,19,23,71,8,26,13,19,16
OTU_65,27,12,60,0,28,109,129,117,79,53,30,38,19,35,46,145,135,164,114,125,40,47,11,30,54,49,94,116,54,142
OTU_470,14,6,32,0,25,30,22,26,23,22,14,19,7,24,24,35,39,48,44,43,14,27,8,9,18,12,69,30,22,34
OTU_232,6,1,0,0,7,0,6,0,0,0,2,6,8,9,1,0,0,0,1,0,7,9,1,1,10,0,0,0,0,0
OTU_190,9,5,1,0,8,0,2,2,12,0,16,7,7,12,9,25,7,4,15,7,15,17,5,17,17,0,35,7,30,3
OTU_122,49,10,66,1,9,11,19,17,38,16,24,21,21,45,87,29,20,22,33,61,29,18,43,13,14,1,23,19,12,6
OTU_449,5,1,4,0,3,0,3,0,1,0,1,2,5,1,22,5,0,3,0,2,2,0,2,1,1,0,5,1,3,0
OTU_170,6,4,15,0,9,21,29,15,19,15,9,5,4,7,12,15,8,24,24,11,7,4,8,4,12,13,11,15,5,14
OTU_61,16,18,24,2,19,0,0,0,4,0,17,24,17,26,31,0,0,0,0,1,48,21,30,42,56,0,0,0,8,0
OTU_34,50,23,38,1,64,3,2,0,1,2,76,28,146,61,27,6,2,8,7,9,204,69,16,106,90,5,14,11,6,4
OTU_1669,8,4,6,0,1,2,6,0,1,1,10,3,10,9,9,4,1,5,6,21,5,7,5,3,6,2,0,3,1,4
OTU_199,10,5,20,0,13,20,19,12,15,11,11,10,12,15,24,21,28,28,37,31,6,5,17,1,11,10,33,17,13,26
OTU_26,71,34,135,1,57,48,65,58,46,39,83,125,49,118,117,73,54,86,89,73,65,131,41,40,122,45,72,49,48,49
OTU_1101,7,6,6,0,3,1,3,3,2,3,4,6,1,1,11,2,3,5,6,3,0,5,2,2,3,1,4,2,2,5
OTU_69,49,15,74,1,25,34,55,66,73,34,44,40,23,42,81,43,58,48,57,65,28,13,27,10,25,8,36,19,35,18
OTU_104,20,5,33,0,10,13,24,10,9,5,26,7,7,13,13,11,14,16,18,17,5,5,10,5,17,9,24,8,10,13
OTU_152,7,2,6,0,3,2,6,9,7,3,3,1,0,8,5,12,8,22,10,12,3,19,2,3,6,3,25,6,18,7
OTU_1544,2,0,1,0,1,1,1,0,0,0,0,3,0,1,4,1,1,1,2,1,1,5,3,0,2,1,4,0,2,0
OTU_308,16,7,13,0,13,23,20,14,15,5,17,22,13,18,16,20,16,24,27,14,14,8,9,11,15,6,29,10,15,15
OTU_2424,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1
OTU_1329,2,0,9,0,8,9,2,2,4,1,0,1,0,4,7,5,3,30,4,3,2,2,7,8,0,0,5,1,3,1
OTU_1929,42,15,37,0,16,9,22,12,34,4,36,47,20,57,69,34,32,23,32,53,26,16,32,13,15,5,23,19,22,15
OTU_167,4,1,6,0,1,0,2,0,2,1,7,6,6,10,1,3,2,9,4,5,22,22,2,13,32,2,13,2,2,2
OTU_289,5,1,4,1,2,7,20,9,3,6,1,0,0,9,9,12,15,16,12,4,2,3,2,3,5,1,11,10,4,11
OTU_438,7,10,21,0,5,9,18,5,12,7,10,14,11,11,13,10,10,17,16,24,8,17,4,4,13,2,9,8,4,6
OTU_1405,2,0,3,0,0,3,6,3,4,5,0,0,1,2,6,11,11,6,11,5,3,1,3,1,1,1,8,0,10,7
OTU_97,12,4,9,1,5,3,7,6,9,0,11,13,1,9,12,18,13,9,20,26,13,21,7,11,19,3,16,13,34,4
OTU_322,5,2,14,0,13,4,10,6,9,6,7,5,3,6,29,28,9,35,14,11,23,11,34,5,9,19,26,10,6,20
OTU_568,7,1,1,0,1,2,4,4,5,4,1,4,0,1,1,4,0,4,2,2,0,3,0,0,8,1,3,1,1,0
OTU_997,1,0,1,0,2,6,2,4,4,1,0,0,1,5,5,4,1,2,5,0,2,2,1,0,4,2,0,1,3,0
OTU_188,23,1,15,0,10,8,16,6,5,8,18,15,3,22,10,12,25,16,14,21,9,14,3,4,18,8,15,18,11,10
OTU_92,21,12,32,0,22,34,32,40,44,14,32,46,4,22,27,39,59,51,37,33,16,27,11,15,53,17,30,34,31,31
OTU_2416,25,11,32,0,18,27,21,14,34,10,16,22,20,12,33,21,25,47,24,21,14,21,12,8,8,9,28,14,18,22
OTU_1191,8,0,6,0,3,2,0,2,0,0,5,3,4,5,5,4,1,0,6,3,5,6,6,0,5,0,0,1,4,2
OTU_435,18,2,29,1,13,28,29,24,25,15,8,12,3,6,17,31,48,44,30,16,17,11,12,3,17,13,29,19,21,32
OTU_39,37,41,35,1,75,1,5,3,15,1,51,68,72,53,79,20,6,9,12,26,173,48,26,82,64,2,10,5,12,14
OTU_213,23,14,44,0,35,6,7,3,12,1,37,43,24,59,60,9,13,26,34,46,29,46,22,18,30,5,35,6,10,2
OTU_588,3,2,3,0,2,0,3,1,2,7,4,0,0,0,0,5,7,0,3,3,1,3,0,1,2,3,7,6,3,8
OTU_1463,4,1,6,0,1,4,3,6,0,0,4,1,4,3,3,3,1,2,5,2,2,4,0,1,4,0,1,0,2,1
OTU_759,7,2,4,1,1,8,16,10,12,4,2,5,2,3,9,3,5,4,13,2,4,1,1,0,7,4,2,4,7,1
OTU_87,23,12,31,0,2,33,28,27,43,18,18,19,8,16,62,44,51,41,57,42,16,8,17,7,5,7,18,5,13,5
OTU_544,12,3,11,0,1,10,6,14,6,6,5,3,2,3,11,14,8,12,10,6,1,5,6,1,1,1,6,7,0,2
OTU_424,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
OTU_12,39,25,51,1,18,47,68,63,68,43,25,18,21,52,72,58,62,58,52,63,25,14,26,6,37,5,33,28,71,22
OTU_102,32,9,39,0,20,58,93,57,34,25,21,65,16,51,40,47,79,89,71,32,23,45,15,14,49,26,27,46,27,37
OTU_900,3,2,2,0,2,1,5,4,3,3,5,0,5,0,6,1,6,7,13,2,1,0,0,0,0,1,2,3,3,6
OTU_19,72,55,153,5,65,42,58,46,58,23,71,140,81,107,160,53,39,71,107,125,92,167,58,63,113,28,61,28,59,30
OTU_72,37,20,53,0,22,32,51,18,26,13,33,38,20,42,45,24,30,39,69,30,23,22,16,9,32,8,28,28,20,9
OTU_847,1,0,3,0,1,0,0,2,1,2,0,1,0,9,6,0,3,1,3,6,4,5,5,1,5,0,4,1,3,5
OTU_64,26,12,40,0,24,14,16,4,15,4,20,42,25,56,48,14,21,17,17,18,24,47,24,18,41,2,17,10,20,8
OTU_9,105,63,205,2,92,124,203,148,181,108,159,168,178,136,259,205,163,183,177,139,240,106,109,124,274,54,195,98,134,123
OTU_1754,1,0,0,0,2,4,1,0,0,0,1,0,0,0,0,3,0,2,3,0,0,1,0,0,0,0,0,1,1,0
OTU_1972,2,2,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OTU_246,4,0,6,0,7,3,3,1,3,1,6,1,6,11,7,10,8,7,6,13,1,6,4,4,0,1,7,3,7,1
OTU_706,1,1,10,1,3,12,12,5,14,12,5,2,11,2,8,29,84,39,29,15,6,5,9,4,9,46,47,53,19,57
OTU_1891,5,3,6,0,4,5,0,0,0,1,6,13,2,8,8,1,1,1,3,5,4,10,9,3,5,0,3,3,0,3
OTU_63,47,30,45,0,16,9,6,10,13,9,73,23,28,32,25,11,13,18,19,35,37,27,10,21,40,8,11,15,12,11
OTU_250,7,1,10,0,9,3,13,5,18,13,4,5,2,5,8,12,11,3,14,6,1,5,1,0,8,2,3,10,4,4
OTU_868,9,6,10,1,10,19,24,18,27,9,13,14,7,13,9,24,21,22,16,23,11,4,6,4,21,8,23,14,12,11
OTU_59,15,5,33,3,23,2,8,3,14,5,22,28,9,24,43,15,10,23,24,19,39,35,35,18,20,7,25,8,27,6
OTU_1042,2,1,5,0,0,4,8,8,3,2,2,2,3,2,0,3,7,3,4,3,1,1,1,3,0,1,5,4,2,2
OTU_153,8,20,8,0,8,5,9,3,8,3,9,12,6,11,11,2,6,14,16,9,7,8,5,2,9,3,11,2,5,6
OTU_870,9,3,12,0,7,2,7,2,9,2,5,10,5,7,14,10,2,4,12,12,9,12,6,5,9,5,8,6,6,2
OTU_1578,3,2,2,0,1,1,1,2,1,2,1,0,0,0,2,1,1,4,1,0,1,1,0,0,0,0,1,1,1,0
OTU_1693,4,0,0,0,2,3,3,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,1,0,1,4,0,0
OTU_349,7,0,12,0,11,7,6,3,9,2,5,7,2,5,6,8,1,4,10,17,8,4,5,3,9,0,8,4,7,6
OTU_1456,5,6,15,0,8,1,5,3,2,2,9,15,4,11,27,3,4,4,15,7,5,6,14,3,18,1,7,1,5,3
OTU_399,6,3,12,0,6,3,2,0,8,3,2,0,6,6,16,3,0,2,5,3,7,16,3,3,14,3,1,2,2,4
OTU_2273,1,1,4,0,4,2,1,0,1,0,0,9,3,3,6,1,2,0,1,2,1,2,2,2,3,0,2,2,0,0
OTU_123,6,6,13,0,3,17,17,12,12,13,2,4,0,2,6,10,16,9,13,8,3,4,2,2,3,2,5,4,9,6
OTU_112,33,24,54,0,55,27,54,53,68,11,52,44,40,96,74,69,28,80,58,58,106,110,21,61,199,15,89,50,43,66
OTU_1219,18,8,18,0,6,20,21,21,12,8,6,6,1,7,8,15,8,8,25,5,6,2,6,11,7,3,9,5,3,10
OTU_336,5,6,9,0,4,25,28,23,20,8,8,11,6,9,13,25,11,38,28,28,6,6,4,3,8,15,28,22,22,14
OTU_134,9,5,24,0,13,19,14,20,24,20,15,11,5,7,38,28,38,22,19,18,19,22,34,6,25,14,49,27,42,15
OTU_768,4,0,2,0,0,3,4,5,6,2,0,1,0,0,1,4,1,1,1,1,0,1,1,0,0,1,0,1,1,0
OTU_240,14,10,35,0,14,16,24,15,21,9,14,11,8,20,35,39,27,26,45,22,5,10,13,9,26,14,20,15,13,7
OTU_881,2,5,9,0,3,4,3,4,5,3,6,1,1,9,6,10,14,1,4,7,4,2,5,2,7,12,20,7,3,24
OTU_376,1,0,2,0,0,4,8,21,4,7,1,1,1,3,3,9,11,8,6,3,1,1,1,0,3,3,14,16,2,2
OTU_511,8,1,6,0,10,6,14,7,6,1,4,7,3,3,14,10,9,12,12,12,5,0,3,1,2,4,1,1,2,4
OTU_824,20,1,13,0,3,2,4,0,1,5,1,2,0,5,5,2,3,12,4,1,1,1,1,1,4,0,2,2,0,2
OTU_939,1,0,1,0,2,4,4,6,5,2,0,1,6,1,7,12,6,11,17,3,2,0,4,0,0,0,2,0,0,2
OTU_305,12,1,7,1,15,1,0,0,0,0,28,5,18,24,43,1,1,0,1,3,19,9,25,11,28,1,6,3,9,1
OTU_85,35,14,57,2,37,27,52,48,27,11,32,65,26,66,62,41,41,37,54,48,24,35,20,9,42,13,54,24,28,42
OTU_548,15,7,24,0,3,4,13,4,8,2,12,36,5,23,26,3,6,6,8,24,13,8,3,6,6,2,10,4,6,7
OTU_911,4,4,9,1,3,3,2,14,12,3,8,1,5,9,33,9,2,4,2,2,22,5,37,6,15,2,8,4,4,4
OTU_168,5,1,7,0,12,3,1,1,2,1,6,18,10,12,18,3,0,4,5,10,16,12,10,6,14,1,5,9,12,2
OTU_380,2,6,1,0,2,1,2,0,0,2,4,1,0,3,3,3,6,13,10,5,2,3,2,1,3,4,14,5,1,7
OTU_77,30,20,70,2,29,25,32,31,39,22,33,39,18,44,43,58,32,33,85,43,22,46,19,9,44,11,26,19,21,24
OTU_212,5,0,4,1,6,2,3,10,6,5,6,6,0,2,3,9,10,7,21,4,0,5,1,0,3,5,10,1,13,4
OTU_150,21,2,14,1,11,25,21,33,6,11,16,10,9,12,29,17,24,27,38,23,14,1,41,8,18,14,31,12,14,12
OTU_285,10,1,12,0,5,7,11,9,0,5,9,16,6,6,10,10,7,15,13,4,6,4,2,5,8,1,9,8,3,7
OTU_71,16,0,3,0,13,0,0,0,1,0,32,5,20,20,1,0,0,0,0,0,88,32,2,48,76,0,2,0,6,0
OTU_90,1,0,1,0,0,0,1,0,0,1,0,0,1,2,4,2,0,0,0,0,2,0,0,1,1,1,4,0,1,2
OTU_468,6,2,8,0,4,11,19,16,20,16,10,8,1,7,28,20,22,20,17,12,6,9,6,4,5,7,7,11,5,4
OTU_127,6,1,25,0,10,17,30,28,11,3,49,6,14,22,41,22,7,33,92,30,112,64,168,23,75,17,79,37,70,53
OTU_461,15,5,45,1,30,27,26,37,25,14,26,18,11,22,38,33,34,77,29,19,113,59,49,47,98,39,67,46,51,43
OTU_1124,2,0,6,0,2,1,7,3,3,3,2,5,0,1,1,5,3,5,10,4,1,2,2,1,2,1,1,1,3,1
OTU_68,1,0,1,0,0,3,1,5,3,0,0,1,0,0,0,12,25,35,27,0,0,0,0,0,0,12,21,13,10,51
OTU_304,11,4,13,0,7,5,8,8,2,11,6,6,7,22,9,17,17,7,10,23,2,6,10,10,4,1,22,10,13,8
OTU_1378,2,0,5,0,2,5,1,2,0,2,5,5,0,4,2,4,0,1,4,4,0,1,0,0,0,0,2,1,0,0
OTU_49,45,36,113,3,45,69,96,64,81,41,59,66,30,45,53,62,47,95,87,60,81,127,58,35,149,26,69,45,46,45
OTU_86,20,14,43,0,19,4,6,7,8,4,23,17,17,37,25,10,12,15,27,21,34,107,5,39,75,11,21,4,28,9
OTU_16,56,39,126,4,39,42,57,83,68,26,95,57,65,75,153,75,44,75,48,137,195,157,105,105,200,21,119,45,66,60
OTU_290,9,4,5,0,5,2,3,1,4,0,9,6,1,6,20,2,1,4,1,7,3,2,1,1,0,0,2,0,2,0
OTU_318,8,5,13,0,5,6,5,3,14,4,14,21,8,22,10,5,8,15,15,7,7,12,2,11,7,3,3,3,8,8
OTU_619,3,1,3,0,1,1,0,4,5,1,2,3,0,3,2,4,3,4,2,1,2,4,1,1,0,2,10,2,2,7
OTU_317,5,6,11,1,3,1,5,6,10,9,9,13,1,9,14,6,7,5,12,6,9,21,4,6,13,3,8,1,13,10
OTU_83,36,29,32,1,48,39,58,72,98,39,32,24,29,42,106,100,67,70,137,135,98,73,71,39,62,28,153,90,70,68
OTU_1608,1,0,0,0,0,1,0,2,0,1,0,2,0,1,1,0,1,2,0,0,0,0,0,0,2,0,0,0,2,1
OTU_1525,1,0,2,0,3,3,1,0,1,1,1,3,1,0,0,2,1,4,2,2,0,2,0,1,2,3,2,2,0,1
OTU_306,1,2,4,0,2,8,8,6,9,5,1,0,5,3,12,7,2,9,15,4,0,4,3,0,4,0,3,2,3,2
OTU_1234,2,2,2,0,1,0,0,0,1,0,0,0,4,0,1,3,1,1,0,5,4,7,0,1,2,0,4,0,2,1
OTU_177,4,4,18,1,13,22,29,10,35,9,4,8,9,10,34,20,13,15,23,20,17,2,8,1,14,13,37,11,21,38
OTU_47,31,19,24,1,22,21,25,24,31,11,44,22,74,39,128,43,22,62,36,56,72,27,59,24,49,18,38,28,34,22
OTU_2397,2,0,1,0,0,0,1,1,5,1,1,1,0,1,1,2,3,1,4,2,1,0,0,0,4,0,1,0,1,0
OTU_1579,14,9,23,0,11,18,19,10,18,7,10,6,6,8,23,21,24,21,39,21,6,10,13,6,14,1,6,9,8,2
OTU_2027,1,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_539,12,6,19,0,5,8,7,6,11,3,7,20,10,12,9,9,11,8,9,10,16,12,3,5,18,4,11,7,14,11
OTU_2074,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
OTU_60,43,13,68,0,58,61,81,59,61,26,31,29,19,39,69,80,67,74,137,67,39,35,12,9,65,19,39,23,37,20
OTU_436,4,2,11,0,6,11,12,2,3,5,9,5,2,21,8,8,3,15,11,5,5,10,3,4,7,5,6,4,6,12
OTU_1049,2,1,7,0,1,3,6,4,2,1,4,4,1,3,2,3,4,2,9,6,1,2,2,0,3,1,2,6,5,1
OTU_1056,4,1,8,1,0,1,3,2,0,1,5,8,4,1,12,3,1,3,7,5,3,6,3,1,5,0,6,1,5,1
OTU_771,7,2,17,0,10,2,11,5,6,4,7,8,11,13,18,6,10,5,9,11,10,5,12,3,19,0,12,3,4,2
OTU_750,6,1,17,0,5,8,9,8,10,1,4,10,6,8,7,7,8,8,14,14,6,4,6,5,6,3,6,4,6,3
OTU_721,16,3,15,0,8,12,5,2,18,13,8,4,3,7,17,21,13,10,16,3,7,5,9,3,12,1,10,8,11,16
OTU_245,23,3,16,0,8,9,8,9,15,8,8,6,14,12,35,30,11,15,29,29,22,29,63,21,38,15,34,18,29,16
OTU_36,24,16,24,3,33,31,54,90,65,32,40,39,20,26,40,86,61,79,96,96,85,50,30,26,62,52,91,53,48,65
OTU_144,20,18,21,1,20,4,13,9,10,6,31,25,21,28,29,19,6,6,26,50,65,52,25,35,47,5,27,7,29,7
OTU_1332,15,0,0,0,0,0,2,0,0,0,4,0,2,1,0,0,0,3,0,0,7,15,4,4,9,8,11,3,2,9
